"","price","building_number","street_number","street_name","city","province","squares","type","year","age","bed","bath","tax","longitude","latitude"
"1687","$599,900","2606","892","Carnarvon Street","New Westminster","BC","802 sq.ft.","Residential, Condo",2009,9,2,"2","$2,041",-122.9138141,49.2011305
"1688","$599,900","208","2175","W 3rd Avenue","Vancouver West","BC","686 sq.ft.","Residential, Condo",1989,29,1,"1","$1,397",-123.154295,49.269356
"1689","$599,900","2609","888","Carnarvon Street","New Westminster","BC","818 sq.ft.","Residential, Condo",2009,9,2,"2","$1,976",-122.9132006,49.2015715
"1690","$599,900","218","550","Seaborne Place","Port Coquitlam","BC","1,038 sq.ft.","Residential, Condo",2015,3,2,"2","$1,949",-122.7284814,49.2557414
"1691","$599,900","902","955","E Hastings Street","Vancouver East","BC","694 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.0836111,49.2811791
"1692","$599,900","508","6538","Nelson Avenue","Burnaby","BC","508 sq.ft.","Residential, Condo",2017,1,1,"1","$2,103",-122.9934732,49.2243416
"1693","$599,900","106","3131","Main Street","Vancouver East","BC","780 sq.ft.","Residential, Condo",1991,27,1,"1","$1,537",-123.1013734,49.2572697
"1694","$599,900","1006","9868","Cameron Street","Burnaby","BC","840 sq.ft.","Residential, Condo",2009,9,2,"2","$2,168",-122.8944169,49.2529665
"1695","$599,900","506","231","E Pender Street","Vancouver East","BC","596 sq.ft.","Residential, Condo",2016,2,1,"1","$1,286",-123.0987855,49.2804737
"1696","$599,900","1903","1550","Fern Street","North Vancouver","BC","594 sq.ft.","Residential, Condo",2015,3,1,"1","$2,743",-123.0308212,49.3117169
"1697","$599,900","305","789","W 16th Avenue","Vancouver West","BC","705 sq.ft.","Residential, Condo",1995,23,1,"1","$1,375",-123.1215122,49.2572176
"1698","$599,900","2601","680","Seylynn Crescent","North Vancouver","BC","598 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.0316879,49.3122355
"1699","$599,900","306","488","Helmcken Street","Vancouver West","BC","561 sq.ft.","Residential, Condo",1995,23,1,"1","$1,321",-123.1226442,49.2766644
"1700","$599,900","1202","660","Nootka Way","Port Moody","BC","836 sq.ft.","Residential, Condo",2009,9,2,"2","$2,122",-122.8327752,49.2789875
"1701","$599,900","606","384","E 1st Avenue","Vancouver East","BC","582 sq.ft.","Residential, Condo",2016,2,1,"1","$1,269",-123.0956102,49.2674775
"1702","$599,900","2010","898","Carnarvon Street","New Westminster","BC","822 sq.ft.","Residential, Condo",2009,9,2,"2","$2,037",-122.9143824,49.2008358
"1703","$599,888","407","2119","Bellevue Avenue","West Vancouver","BC","587 sq.ft.","Residential, Condo",1977,41,1,"1","$1,178",-123.16889,49.3293763
"1704","$599,800","509","6588","Nelson Avenue","Burnaby","BC","506 sq.ft.","Residential, Condo",2015,3,1,"1","$1,813",-122.9937796,49.223837
"1705","$599,800","105","642","E 7th Avenue","Vancouver East","BC","895 sq.ft.","Residential, Condo",1976,42,2,"1","$1,082",-123.09004,49.2640542
"1706","$599,800","2217","244","Sherbrooke Street","New Westminster","BC","1,135 sq.ft.","Residential, Condo",2009,9,2,"2","$2,248",-122.8888533,49.2266532
"1707","$599,800","1106","98","Tenth Street","New Westminster","BC","1,446 sq.ft.","Residential, Condo",1991,27,2,"2","$2,690",-122.9175255,49.2016585
"1708","$599,800","1102","1135","Quayside Drive","New Westminster","BC","1,348 sq.ft.","Residential, Condo",1989,29,3,"2","$2,337",-122.9184112,49.1993386
"1709","$599,000","219","3608","Deercrest Drive","North Vancouver","BC","916 sq.ft.","Residential, Condo",1999,19,2,"2","$2,692",-122.9704308,49.3056997
"1710","$599,000","1606","1283","Howe Street","Vancouver West","BC","456 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.128656,49.2770069
"1711","$599,000","511","121","W 29th Street","North Vancouver","BC","949 sq.ft.","Residential, Condo",1987,31,2,"2","$1,661",-123.0735629,49.3352379
"1712","$599,000","707","10","Laguna Court","New Westminster","BC","1,075 sq.ft.","Residential, Condo",1997,21,2,"2","$1,714",-122.9232371,49.1996869
"1713","$599,000","9","3250","W 4th Avenue","Vancouver West","BC","588 sq.ft.","Residential, Condo",1984,34,1,"1","$974",-123.1767851,49.2683746
"1714","$599,000","202","1610","Chesterfield Avenue","North Vancouver","BC","1,001 sq.ft.","Residential, Condo",1973,45,2,"2+1","$1,497",-123.075038,49.3234621
"1715","$599,000","209","88","W 1st Avenue","Vancouver West","BC","522 sq.ft.","Residential, Condo",2015,3,1,"1","$1,400",-123.1059944,49.2699615
"1716","$599,000","332","12339","Steveston Highway","Richmond","BC","845 sq.ft.","Residential, Condo",2014,4,2,"2","$1,280",-123.0897993,49.1339004
"1717","$599,000","101","8770","Laurel Street","Vancouver West","BC","1,011 sq.ft.","Residential, Condo",1975,43,2,"2+1","$1,061",-123.1259158,49.206761
"1718","$599,000","120","9200","Ferndale Road","Richmond","BC","812 sq.ft.","Residential, Condo",2006,12,2,"2","$1,156",-123.122694,49.168296
"1719","$599,000","47","1425","Lamey's Mill Road","Vancouver West","BC","1,360 sq.ft.","Residential, Condo",1982,36,2,"2","$1,392",-123.1360237,49.2682688
"1720","$599,000","211","5250","Victory Street","Burnaby","BC","1,056 sq.ft.","Residential, Condo",1990,28,2,"2","$1,853",-122.9878084,49.2182161
"1721","$599,000","327","5600","Andrews Road","Richmond","BC","873 sq.ft.","Residential, Condo",1998,20,2,"2","$1,443",-123.1618937,49.1216844
"1722","$599,000","309","9500","Odlin Road","Richmond","BC","808 sq.ft.","Residential, Condo",2011,7,2,"1","$1,518",-123.1191281,49.1816273
"1723","$599,000","1507","4178","Dawson Street","Burnaby","BC","628 sq.ft.","Residential, Condo",2006,12,1,"1","$1,947",-123.0126083,49.2636617
"1724","$599,000","207","8220","Jones Road","Richmond","BC","1,029 sq.ft.","Residential, Condo",1994,24,2,"2","$1,579",-123.1331349,49.156769
"1725","$599,000","102","2224","Eton Street","Vancouver East","BC","880 sq.ft.","Residential, Condo",1974,44,2,"1","$1,109",-123.0589785,49.2872525
"1726","$599,000","904","1327","E Keith Road","North Vancouver","BC","1,152 sq.ft.","Residential, Condo",1992,26,2,"2","$3,080",-123.0366736,49.3125903
"1727","$599,000","304","131","W 3rd Street","North Vancouver","BC","774 sq.ft.","Residential, Condo",1996,22,2,"1","$1,697",-123.0785482,49.3137848
"1728","$599,000","310","2768","Cranberry Drive","Vancouver West","BC","629 sq.ft.","Residential, Condo",2001,17,1,"1","$1,165",-123.1534724,49.2615365
"1729","$599,000","420","1333","Hornby Street","Vancouver West","BC","620 sq.ft.","Residential, Condo",1980,38,1,"1","$1,023",-123.1306076,49.2770923
"1730","$599,000","316","801","Klahanie Drive","Port Moody","BC","851 sq.ft.","Residential, Condo",2005,13,2,"2","$1,458",-122.8331001,49.279976
"1731","$599,000","612","8988","Patterson Road","Richmond","BC","533 sq.ft.","Residential, Condo",2017,1,1,"1","$1,374",-123.1259654,49.1901941
"1732","$599,000","307","7225","Acorn Avenue","Burnaby","BC","794 sq.ft.","Residential, Condo",2009,9,2,"2","$1,862",-122.9560547,49.2180093
"1733","$599,000","225","6828","Eckersley Road","Richmond","BC","891 sq.ft.","Residential, Condo",2012,6,2,"2","$1,340",-123.1300684,49.1642113
"1734","$599,000","116","262","Salter Street","New Westminster","BC","979 sq.ft.","Residential, Condo",2016,2,2,"2","$2,292",-122.9267723,49.1912915
"1735","$599,000","309","3191","Mountain Highway","North Vancouver","BC","1,055 sq.ft.","Residential, Condo",1987,31,2,"2+1","$2,527",-123.0395204,49.3377824
"1736","$599,000","201","2250","W 3rd Avenue","Vancouver West","BC","744 sq.ft.","Residential, Condo",1988,30,1,"1","$1,437",-123.1562478,49.2688141
"1737","$599,000","318","760","Kingsway","Vancouver East","BC","792 sq.ft.","Residential, Condo",1997,21,2,"1","$889",-123.0887609,49.2559185
"1738","$599,000","303","6119","Cooney Road","Richmond","BC","916 sq.ft.","Residential, Condo",1996,22,2,"2","$1,298",-123.1317257,49.1692152
"1739","$599,000","201","1085","W 17th Street","North Vancouver","BC","712 sq.ft.","Residential, Condo",1996,22,1,"1","$2,350",-123.1045662,49.3246211
"1740","$599,000","1104","7368","Sandborne Avenue","Burnaby","BC","706 sq.ft.","Residential, Condo",2002,16,2,"2","$1,287",-122.960831,49.210035
"1741","$599,000","407","1405","W 15th Avenue","Vancouver West","BC","644 sq.ft.","Residential, Condo",1977,41,1,"1","$1,283",-123.1368628,49.2582334
"1742","$599,000","801","1775","Quebec Street","Vancouver East","BC","493 sq.ft.","Residential, Condo",2014,4,1,"1","$1,135",-123.1029306,49.2694983
"1743","$599,000","205","388","W 1st Avenue","Vancouver West","BC","577 sq.ft.","Residential, Condo",2009,9,1,"1","$1,360",-123.1133376,49.2682367
"1744","$599,000","103","1785","Esquimalt Avenue","West Vancouver","BC","728 sq.ft.","Residential, Condo",1963,55,2,"1","$1,271",-123.1616782,49.3307532
"1745","$599,000","1110","5189","Gaston Street","Vancouver East","BC","731 sq.ft.","Residential, Condo",1996,22,2,"2","$952",-123.0304423,49.2371231
"1746","$599,000","1702","8688","Hazelbridge Way","Richmond","BC","567 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.1285761,49.1893323
"1747","$599,000","1501","7488","Lansdowne Road","Richmond","BC","581 sq.ft.","Residential, Condo",2017,1,1,"1","$1,533",-123.1463133,49.1736197
"1748","$599,000","221","5248","Grimmer Street","Burnaby","BC","807 sq.ft.","Residential, Condo",2013,5,2,"2","$1,995",-122.9879242,49.2234039
"1749","$599,000","201","930","E 7th Avenue","Vancouver East","BC","901 sq.ft.","Residential, Condo",1974,44,2,"2+1","$1,147",-123.0843533,49.2640212
"1750","$599,000","1802","438","Seymour Street","Vancouver West","BC","570 sq.ft.","Residential, Condo",1996,22,1,"1","$1,253",-123.113394,49.284086
"1751","$599,000","106","1399","Barclay Street","Vancouver West","BC","660 sq.ft.","Residential, Condo",1986,32,1,"1","$1,321",-123.1317322,49.2865055
"1752","$599,000","511","5262","Oakmount Crescent","Burnaby","BC","1,023 sq.ft.","Residential, Condo",1994,24,2,"2","$2,218",-122.9848096,49.2312889
"1753","$599,000","316","3770","Manor Street","Burnaby","BC","935 sq.ft.","Residential, Condo",1994,24,2,"2","$1,800",-123.021298,49.2570526
"1754","$599,000","111","9199","Tomicki Avenue","Richmond","BC","890 sq.ft.","Residential, Condo",2009,9,2,"2","$1,515",-123.1219073,49.1805852
"1755","$599,000","226","12339","Steveston Highway","Richmond","BC","908 sq.ft.","Residential, Condo",2014,4,2,"2","$1,720",-123.0897993,49.1339004
"1756","$599,000","109","4868","Brentwood Drive","Burnaby","BC","940 sq.ft.","Residential, Condo",2008,10,2,"2","$2,181",-122.9937325,49.2659732
"1757","$599,000","405","3148","St Johns Street","Port Moody","BC","901 sq.ft.","Residential, Condo",2004,14,2,"2","$1,797",-122.8382964,49.2774443
"1758","$599,000","1706","7325","Arcola Street","Burnaby","BC","848 sq.ft.","Residential, Condo",2009,9,2,"2","$2,309",-122.9523289,49.2195401
"1759","$599,000","1501","5911","Alderbridge Way","Richmond","BC","872 sq.ft.","Residential, Condo",1998,20,2,"2","$1,481",-123.1448994,49.1708652
"1760","$599,000","1505","280","Ross Drive","New Westminster","BC","900 sq.ft.","Residential, Condo",2010,8,2,"2","$2,244",-122.9019664,49.2151471
"1761","$599,000","508","2477","Carolina Street","Vancouver East","BC","572 sq.ft.","Residential, Condo",2016,2,1,"1","$1,315",-123.0913426,49.2628753
"1762","$599,000","1602","8833","Hazelbridge Way","Richmond","BC","527 sq.ft.","Residential, Condo",2016,2,1,"1","$1,291",-123.1269443,49.1896149
"1763","$599,000","501","125","E 14th Street","North Vancouver","BC","577 sq.ft.","Residential, Condo",2017,1,1,"1","$1,812",-123.0744267,49.3209957
"1764","$599,000","207","4783","Dawson Street","Burnaby","BC","850 sq.ft.","Residential, Condo",2007,11,2,"2","$2,430",-122.9960763,49.2645037
"1765","$599,000","504","1679","Lloyd Avenue","North Vancouver","BC","672 sq.ft.","Residential, Condo",2012,6,1,"1","$2,578",-123.1052989,49.3244373
"1766","$599,000","1005","66","W Cordova Street","Vancouver West","BC","540 sq.ft.","Residential, Condo",2012,6,1,"1","$1,202",-123.106234,49.2826264
"1767","$599,000","410","997","W 22 Avenue","Vancouver West","BC","700 sq.ft.","Residential, Condo",2004,14,1,"1","$1,140",-123.1270278,49.2519751
"1768","$599,000","201","2755","Maple Street","Vancouver West","BC","591 sq.ft.","Residential, Condo",1996,22,1,"1","$1,259",-123.151101,49.2612349
"1769","$599,000","101","8700","Westminster Highway","Richmond","BC","1,617 sq.ft.","Residential, Condo",1988,30,2,"3+1","$1,205",-123.126426,49.16979
"1770","$599,000","410","1508","Mariner Walk","Vancouver West","BC","1,028 sq.ft.","Residential, Condo",1985,33,2,"2","$1,553",-123.1390666,49.2701855
"1771","$598,888","1003","188","Keefer Street","Vancouver East","BC","520 sq.ft.","Residential, Condo",2016,2,1,"1","$1,132",-123.1000855,49.2793126
"1772","$598,888","1209","983","E Hastings Street","Vancouver East","BC","586 sq.ft.","Residential, Condo",2018,NA,1,"1","$693",-123.0820571,49.2810552
"1773","$598,800","1004","6651","Minoru Boulevard","Richmond","BC","1,255 sq.ft.","Residential, Condo",1973,45,2,"2","$1,172",-123.141699,49.1652
"1774","$598,800","302","2288","Welcher Avenue","Port Coquitlam","BC","964 sq.ft.","Residential, Condo",2016,2,2,"2","$1,507",-122.7825685,49.2578655
"1775","$598,800","1701","6651","Minoru Boulevard","Richmond","BC","1,184 sq.ft.","Residential, Condo",1974,44,2,"2","$1,317",-123.141699,49.1652
"1776","$598,800","625","615","Belmont Street","New Westminster","BC","1,201 sq.ft.","Residential, Condo",1983,35,2,"2","$1,887",-122.9205747,49.2122113
"1777","$598,800","2009","128","W Cordova Street","Vancouver West","BC","560 sq.ft.","Residential, Condo",2009,9,1,"1","$1,200",-123.1080219,49.2830217
"1778","$598,000","204","7488","Byrnepark Walk","Burnaby","BC","776 sq.ft.","Residential, Condo",2009,9,2,"2","$2,017",-122.9634194,49.2076475
"1779","$598,000","3105","4688","Kingsway","Burnaby","BC","478 sq.ft.","Residential, Condo",2015,3,1,"1","$1,884",-123.0013109,49.228779
"1780","$598,000","220","3571","Chatham Street","Richmond","BC","1,198 sq.ft.","Residential, Condo",1992,26,2,"2+1","$1,482",-123.1854572,49.1267348
"1781","$598,000","1205","7077","Beresford Street","Burnaby","BC","795 sq.ft.","Residential, Condo",1996,22,2,"1","$1,653",-122.958691,49.2173935
"1782","$598,000","709","1068","W Broadway","Vancouver West","BC","553 sq.ft.","Residential, Condo",2009,9,1,"1","$1,188",-123.1280933,49.2631614
"1783","$598,000","408","315","Knox Street","New Westminster","BC","902 sq.ft.","Residential, Condo",2007,11,2,"2","$1,609",-122.8938018,49.2285757
"1784","$598,000","303","2119","Bellevue Avenue","West Vancouver","BC","566 sq.ft.","Residential, Condo",1977,41,1,"1","$1,220",-123.16889,49.3293763
"1785","$598,000","203","3505","W Broadway","Vancouver West","BC","611 sq.ft.","Residential, Condo",1989,29,1,"1","$1,083",-123.1822214,49.2644708
"1786","$598,000","804","2004","Fullerton Avenue","North Vancouver","BC","864 sq.ft.","Residential, Condo",1977,41,2,"1","$1,410",-123.1206854,49.3305034
"1787","$598,000","802","789","Drake Street","Vancouver West","BC","600 sq.ft.","Residential, Condo",1991,27,1,"1","$981",-123.1282659,49.2767332
"1788","$598,000","208","262","Salter Street","New Westminster","BC","962 sq.ft.","Residential, Condo",2016,2,2,"2","$2,252",-122.9267723,49.1912915
"1789","$598,000","307","1010","Howe Street","Vancouver West","BC","531 sq.ft.","Residential, Condo",1982,36,1,"1","$1,182",-123.1240452,49.2796182
"1790","$598,000","705","7325","Arcola Street","Burnaby","BC","850 sq.ft.","Residential, Condo",2009,9,2,"2","$1,494",-122.9523289,49.2195401
"1791","$598,000","1406","6838","Station Hill Drive","Burnaby","BC","1,001 sq.ft.","Residential, Condo",1996,22,2,"2","$2,201",-122.9598777,49.2110465
"1792","$598,000","325","2628","Maple Street","Port Coquitlam","BC","1,028 sq.ft.","Residential, Condo",2009,9,2,"2","$1,789",-122.7821862,49.2641058
"1793","$598,000","206","8031","Nunavut Lane","Vancouver West","BC","532 sq.ft.","Residential, Condo",2016,2,1,"1","$1,279",-123.1165148,49.2117471
"1794","$598,000","206","9200","Ferndale Road","Richmond","BC","874 sq.ft.","Residential, Condo",2006,12,2,"2","$1,524",-123.1226651,49.1683306
"1795","$598,000","201","2250","Se Marine Drive","Vancouver East","BC","1,230 sq.ft.","Residential, Condo",1989,29,2,"2","$1,301",-123.060726,49.207545
"1796","$598,000","1703","892","Carnarvon Street","New Westminster","BC","779 sq.ft.","Residential, Condo",2009,9,2,"2","$1,806",-122.9138141,49.2011305
"1797","$598,000","1601","5911","Alderbridge Way","Richmond","BC","883 sq.ft.","Residential, Condo",1998,20,2,"2","$1,247",-123.1448994,49.1708652
"1798","$597,000","2206","7090","Edmonds Street","Burnaby","BC","691 sq.ft.","Residential, Condo",2012,6,1,"1","$1,997",-122.9577184,49.2145712
"1799","$596,970","307","1345","Comox Street","Vancouver West","BC","602 sq.ft.","Residential, Condo",1982,36,1,"1","$1,264",-123.1331823,49.2845851
"1800","$595,900","1106","3920","Hastings Street","Burnaby","BC","990 sq.ft.","Residential, Condo",1986,32,1,"1","$2,262",-123.0178731,49.2809343
"1801","$595,000","505","888","Hamilton Street","Vancouver West","BC","622 sq.ft.","Residential, Condo",1993,25,1,"1","$1,251",-123.1169051,49.2779748
"1802","$595,000","103","2250","Se Marine Drive","Vancouver East","BC","1,259 sq.ft.","Residential, Condo",1989,29,3,"2","$1,165",-123.060726,49.207545
"1803","$595,000","1203","2004","Fullerton Avenue","North Vancouver","BC","843 sq.ft.","Residential, Condo",1977,41,2,"1","$1,547",-123.1206854,49.3305034
"1804","$595,000","208","245","Brookes Street","New Westminster","BC","819 sq.ft.","Residential, Condo",2012,6,2,"2","$1,952",-122.9243814,49.1949015
"1805","$595,000","1807","2008","Fullerton Avenue","North Vancouver","BC","759 sq.ft.","Residential, Condo",1977,41,2,"1+1","$1,356",-123.1208678,49.3307903
"1806","$595,000","208","2627","Shaughnessy Street","Port Coquitlam","BC","1,064 sq.ft.","Residential, Condo",2008,10,2,"2","$1,785",-122.781052,49.2632659
"1807","$594,900","202","3767","Norfolk Street","Burnaby","BC","1,022 sq.ft.","Residential, Condo",1991,27,2,"2","$1,893",-123.0210862,49.2557006
"1808","$594,900","402","2389","Hawthorne Avenue","Port Coquitlam","BC","954 sq.ft.","Residential, Condo",2020,NA,2,"2",NA,-122.7850725,49.2574815
"1809","$594,800","1601","438","Seymour Street","Vancouver West","BC","534 sq.ft.","Residential, Condo",1996,22,1,"1","$1,142",-123.113394,49.284086
"1810","$593,000","2201","4888","Brentwood Drive","Burnaby","BC","696 sq.ft.","Residential, Condo",2008,10,1,"1","$2,056",-122.9927934,49.2658534
"1811","$590,000","401","172","Victory Ship Way","North Vancouver","BC","600 sq.ft.","Residential, Condo",2010,8,1,"1","$1,553",-123.0771972,49.3095444
"1812","$590,000","509","360","E 36th Avenue","Vancouver East","BC","771 sq.ft.","Residential, Condo",1994,24,1,"1","$1,424",-123.0987007,49.2378641
"1813","$590,000","306","1928","E 11th Avenue","Vancouver East","BC","736 sq.ft.","Residential, Condo",1994,24,1,"1","$1,136",-123.0650591,49.2601997
"1814","$590,000","1703","4670","Assembly Way","Burnaby","BC","513 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,NA,NA
"1815","$590,000","Ph1","5248","Grimmer Street","Burnaby","BC","745 sq.ft.","Residential, Condo",2013,5,2,"2","$1,926",-122.9879242,49.2234039
"1816","$590,000","610","10788","No. 5 Road","Richmond","BC","648 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.0894549,49.1344277
"1817","$589,900","802","10","Laguna Court","New Westminster","BC","1,095 sq.ft.","Residential, Condo",1996,22,2,"2","$2,000",-122.9232371,49.1996869
"1818","$589,900","202","1818","W 6th Avenue","Vancouver West","BC","675 sq.ft.","Residential, Condo",1998,20,1,"1","$1,298",-123.1462238,49.2660976
"1819","$589,900","216","100","Capilano Road","Port Moody","BC","966 sq.ft.","Residential, Condo",2005,13,2,"2","$2,290",-122.830889,49.280051
"1820","$589,900","504","74","Richmond Street","New Westminster","BC","1,263 sq.ft.","Residential, Condo",1996,22,2,"2","$1,810",-122.8959385,49.2191736
"1821","$589,800","1202","2378","Alpha Avenue","Burnaby","BC","454 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.0001788,49.2629041
"1822","$589,000","216","3738","Norfolk Street","Burnaby","BC","939 sq.ft.","Residential, Condo",1993,25,2,"2","$1,791",-123.0222401,49.2553531
"1823","$589,000","302","328","Clarkson Street","New Westminster","BC","946 sq.ft.","Residential, Condo",1993,25,2,"2","$1,767",-122.9054217,49.2051285
"1824","$589,000","608","4165","Maywood Street","Burnaby","BC","922 sq.ft.","Residential, Condo",1982,36,2,"1","$1,971",-123.0113578,49.2251977
"1825","$589,000","1102","3438","Vanness Avenue","Vancouver East","BC","731 sq.ft.","Residential, Condo",1998,20,2,"2","$1,187",-123.0316803,49.2378089
"1826","$589,000","205","930","W 16th Avenue","Vancouver West","BC","683 sq.ft.","Residential, Condo",2010,8,1,"1","$1,496",-123.1252595,49.2568726
"1827","$589,000","1602","4657","Hazel Street","Burnaby","BC","705 sq.ft.","Residential, Condo",1994,24,1,"1","$1,833",-122.999724,49.2295646
"1828","$589,000","307","100","Capilano Road","Port Moody","BC","996 sq.ft.","Residential, Condo",2004,14,2,"2","$2,262",-122.830889,49.280051
"1829","$589,000","304","11605","227 Street","Maple Ridge","BC","1,522 sq.ft.","Residential, Condo",1993,25,2,"2","$2,363",-122.5958879,49.212139
"1830","$589,000","315","488","Helmcken Street","Vancouver West","BC","616 sq.ft.","Residential, Condo",1995,23,1,"1","$1,185",-123.1226442,49.2766644
"1831","$589,000","401b","3680","Rae Avenue","Vancouver East","BC","924 sq.ft.","Residential, Condo",1993,25,2,"2","$953",-123.0242006,49.235985
"1832","$589,000","203","22577","Royal Crescent","Maple Ridge","BC","1,343 sq.ft.","Residential, Condo",2019,NA,3,"2",NA,-122.596772,49.216341
"1833","$589,000","420","5380","Oben Street","Vancouver East","BC","711 sq.ft.","Residential, Condo",2006,12,1,"1","$954",-123.0263112,49.2350299
"1834","$589,000","305","4868","Brentwood Drive","Burnaby","BC","813 sq.ft.","Residential, Condo",2008,10,2,"2","$1,990",-122.9937325,49.2659732
"1835","$588,900","1707","7388","Kingsway Street","Burnaby","BC","645 sq.ft.","Residential, Condo",2019,NA,1,"1",NA,-122.9495375,49.2182864
"1836","$588,888","701","6152","Kathleen Avenue","Burnaby","BC","1,177 sq.ft.","Residential, Condo",1989,29,2,"2","$2,196",-123.009988,49.227205
"1837","$588,888","6113","5117","Garden City Road","Richmond","BC","933 sq.ft.","Residential, Condo",2006,12,2,"2","$1,501",-123.127047,49.1762749
"1838","$588,880","201","4113","Fraser Street","Vancouver East","BC","786 sq.ft.","Residential, Condo",1995,23,2,"2","$1,129",-123.0905226,49.2483475
"1839","$588,800","419","9098","Halston Court","Burnaby","BC","873 sq.ft.","Residential, Condo",2007,11,2,"2","$2,002",-122.9026099,49.2475164
"1840","$588,800","502","150","W 15th Street","North Vancouver","BC","605 sq.ft.","Residential, Condo",2014,4,1,"1","$1,653",-123.0745806,49.3224377
"1841","$588,800","202","9233","Government Street","Burnaby","BC","867 sq.ft.","Residential, Condo",2007,11,2,"2","$2,001",-122.9029381,49.2469685
"1842","$588,800","1101","7468","Lansdowne Road","Richmond","BC","581 sq.ft.","Residential, Condo",2017,1,1,"1","$940",-123.1463149,49.1736192
"1843","$588,800","207","150","E Cordova Street","Vancouver East","BC","635 sq.ft.","Residential, Condo",2016,2,1,"1","$1,301",-123.1005128,49.2820219
"1844","$588,800","104","828","Royal Avenue","New Westminster","BC","940 sq.ft.","Residential, Condo",2012,6,2,"3+1","$2,146",-122.9159604,49.2023758
"1845","$588,500","111","8300","Bennett Road","Richmond","BC","1,249 sq.ft.","Residential, Condo",1989,29,2,"2","$1,513",-123.1320499,49.1605563
"1846","$588,000","308","9633","Manchester Drive","Burnaby","BC","938 sq.ft.","Residential, Condo",1994,24,2,"2","$1,813",-122.8988918,49.2469094
"1847","$588,000","1505","8180","Granville Avenue","Richmond","BC","878 sq.ft.","Residential, Condo",1999,19,2,"2","$1,150",-123.1337375,49.1624031
"1848","$588,000","232","4550","Fraser Street","Vancouver East","BC","740 sq.ft.","Residential, Condo",2011,7,1,"1","$1,410",-123.0900257,49.2442552
"1849","$588,000","210","1177","Hornby Street","Vancouver West","BC","642 sq.ft.","Residential, Condo",1995,23,1,"1","$1,010",-123.1278804,49.2789498
"1850","$588,000","101","5288","Beresford Street","Burnaby","BC","756 sq.ft.","Residential, Condo",2014,4,2,"2","$1,886",-122.9869976,49.21937
"1851","$588,000","2603","6333","Silver Avenue","Burnaby","BC","513 sq.ft.","Residential, Condo",2015,3,1,"1","$1,529",-123.0057139,49.2258185
"1852","$588,000","217","2238","Kingsway Avenue","Vancouver East","BC","800 sq.ft.","Residential, Condo",1997,21,2,"2","$900",-123.0603474,49.2424991
"1853","$588,000","305","15","Smokey Smith Place","New Westminster","BC","956 sq.ft.","Residential, Condo",2002,16,2,"2","$2,179",-122.909298,49.2197699
"1854","$588,000","1104","258","Sixth Street","New Westminster","BC","636 sq.ft.","Residential, Condo",2013,5,2,"1+1","$1,850",-122.9148002,49.2083809
"1855","$588,000","106","9888","Cameron Street","Burnaby","BC","844 sq.ft.","Residential, Condo",2010,8,2,"2","$2,063",-122.8947922,49.2522368
"1856","$588,000","511","733","W 3rd Street","North Vancouver","BC","618 sq.ft.","Residential, Condo",2015,3,1,"1","$1,488",-123.0587829,49.3082842
"1857","$588,000","1130","8988","Patterson Road","Richmond","BC","533 sq.ft.","Residential, Condo",2017,1,1,"1",NA,-123.1259654,49.1901941
"1858","$588,000","1507","2378","Alpha Avenue","Burnaby","BC","471 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.0001788,49.2629041
"1859","$586,000","422","12339","Steveston Highway","Richmond","BC","879 sq.ft.","Residential, Condo",2014,4,2,"2","$1,608",-123.0897993,49.1339004
"1860","$585,000","303","1306","Fifth Avenue","New Westminster","BC","825 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-122.9304402,49.2050113
"1861","$585,000","404","120","E 4th Street","North Vancouver","BC","738 sq.ft.","Residential, Condo",1972,46,1,"1","$1,042",-123.0750871,49.3140074
"1862","$585,000","Ph8","5438","Rupert Street","Vancouver East","BC","836 sq.ft.","Residential, Condo",2003,15,2,"2","$1,009",-123.0424146,49.2356848
"1863","$585,000","704","110","W 4th Street","North Vancouver","BC","729 sq.ft.","Residential, Condo",1981,37,2,"1","$1,547",-123.076251,49.314783
"1864","$585,000","912","7831","Westminster Highway","Richmond","BC","741 sq.ft.","Residential, Condo",2003,15,2,"1","$1,463",-123.1386666,49.1705237
"1865","$584,900","314","3608","Deercrest Drive","North Vancouver","BC","882 sq.ft.","Residential, Condo",1998,20,2,"2","$1,965",-122.9704308,49.3056997
"1866","$584,900","501","415","E Columbia Street","New Westminster","BC","970 sq.ft.","Residential, Condo",2007,11,2,"2","$1,771",-122.8929857,49.228746
"1867","$584,000","105","1528","Bowser Avenue","North Vancouver","BC","778 sq.ft.","Residential, Condo",1992,26,2,"2+1","$2,289",-123.1156522,49.3232112
"1868","$583,000","206","8975","Jones Road","Richmond","BC","983 sq.ft.","Residential, Condo",1993,25,2,"2","$1,250",-123.125827,49.157559
